agent,avg,date,feature,floor,guapai,info,price,title
,36780,2019.01.23,挂牌334万成交周期151天,高楼层(共20层) 2015年建板楼,,南 | 精装,326万,富力尚悦居 2室1厅 88.5平米
黄春立,41545,2019.01.23,房屋满五年,高楼层(共26层) 2007年建塔楼,挂牌430万成交周期250天,东南 | 简装,412万,财富东方 2室1厅 99.17平米
,35090,2019.01.23,挂牌275万成交周期4天,高楼层(共20层) 2009年建板塔结合,,南 北 | 其他,275万,东亚瑞晶苑 2室2厅 78.37平米
,38727,2019.01.23,挂牌255万成交周期72天,高楼层(共12层) 2015年建暂无数据,,南 北 | 简装,247万,东亚印象台湖 2室1厅 63.78平米
李圆圆,32049,2019.01.23,房屋满五年,中楼层(共22层) 2008年建板塔结合,挂牌289万成交周期16天,西 | 精装,289万,大方居 2室1厅 89.99平米
王丰,42739,2019.01.23,房屋满两年近地铁,高楼层(共6层) 1990年建板楼,挂牌254万成交周期46天,南 北 | 精装,248万,新华南路153号院 1室1厅 57.91平米
蔚建伟,42108,2019.01.23,房屋满五年,中楼层(共11层) 2005年建板塔结合,挂牌480万成交周期718天,南 北 | 精装,430万,月亮城堡 1室1厅 102.12平米
岳磊磊,37471,2019.01.23,房屋满五年,高楼层(共6层) 1998年建板楼,挂牌340万成交周期58天,南 北 | 简装,320万,果园233号院 2室1厅 85.4平米
陈秀珍,49756,2019.01.23,房屋满五年近地铁,中楼层(共11层) 2005年建板楼,挂牌440万成交周期101天,南 北 | 精装,428万,DBC加州小镇 2室1厅 86.02平米
咸连新,37833,2019.01.23,房屋满五年,高楼层(共12层) 2008年建板塔结合,挂牌300万成交周期3天,南 | 其他,280万,久居雅园 2室1厅 74.01平米
李亮,50375,2019.01.24,房屋满两年,中楼层(共18层) 2008年建板楼,挂牌515万成交周期119天,南 北 | 简装,498万,世纪星城三期 2室2厅 98.86平米
,44325,2019.01.24,挂牌180万成交周期109天,高楼层(共14层) 2012年建塔楼,,西 | 其他,164万,百合湾 3房间2卫 37平米
,45215,2019.01.24,挂牌246万成交周期50天,高楼层(共28层) 2016年建板塔结合,,南 | 简装,240万,中国铁建通瑞嘉苑 1室1厅 53.08平米
杨亮,41571,2019.01.24,房屋满五年,低楼层(共6层) 1995年建板楼,挂牌370万成交周期321天,南 北 | 简装,360万,富河园 2室1厅 86.6平米
裴继宝,15579,2019.01.24,房屋满两年,顶层(共11层) 2015年建暂无数据,挂牌78万成交周期30天,东 | 简装,63万,东亚环球国际 1房间1卫 40.12平米
王燕,43449,2019.01.24,房屋满五年,中楼层(共6层) 2004年建板楼,挂牌330.8万成交周期77天,南 北 | 精装,320万,上潞园 2室1厅 73.65平米
郭庆,6228,2019.01.24,近地铁,地下室 板楼,挂牌10万成交周期184天,西 | 其他,19万,通典铭居 车位
王思琪,46672,2019.01.24,房屋满五年,高楼层(共6层) 1990年建板楼,挂牌270万成交周期7天,南 北 | 其他,265万,玉桥北里 2室1厅 56.78平米
张柳丹,43063,2019.01.24,房屋满五年,顶层(共6层) 1995年建板楼,挂牌330万成交周期200天,南 北 | 简装,320万,乔庄北街305号院 2室1厅 74.31平米
,41568,2019.01.24,挂牌328万成交周期76天,中楼层(共16层) 2013年建板楼,,南 | 精装,314万,金地格林格林 2室1厅 75.42平米
陈刚,42615,2019.01.24,房屋满五年,高楼层(共11层) 2005年建板楼,挂牌278万成交周期144天,南 | 简装,268万,龙鼎园 1室1厅 62.89平米
安会会,40048,2019.01.24,房屋满五年近地铁,高楼层(共6层) 2000年建板楼,挂牌358万成交周期34天,南 北 | 精装,338万,云景里白瓷砖 2室1厅 84.4平米
张秀燕,40979,2019.01.25,房屋满五年近地铁,高楼层(共27层) 2012年建板楼,挂牌360万成交周期56天,南 | 简装,345万,方恒东景 2室1厅 84.19平米
李宗欣,41246,2019.01.25,房屋满五年,高楼层(共12层) 2003年建板楼,挂牌690万成交周期300天,南 北 | 简装,600万,河畔丽景 4室2厅 145.47平米
侯健,44701,2019.01.25,近地铁,底层(共6层) 2003年建板楼,挂牌420万成交周期194天,南 北 | 毛坯,380万,物资学院家属院 2室1厅 85.01平米
施夏韵,43999,2019.01.25,房屋满五年,中楼层(共6层) 2005年建板楼,挂牌330万成交周期127天,南 北 | 精装,320万,久居雅园 2室1厅 72.73平米
张海鹏,57959,2019.01.25,房屋满五年,中楼层(共12层) 2006年建板塔结合,挂牌269.5万成交周期72天,北 | 简装,268万,柳岸方园 1室1厅 46.24平米
刘付瑞,51762,2019.01.25,房屋满五年,低楼层(共18层) 2010年建板塔结合,挂牌394万成交周期60天,南 | 简装,385万,京贸国际城东区 2室1厅 74.38平米
李腾,41829,2019.01.25,房屋满五年近地铁,中楼层(共24层) 2005年建塔楼,挂牌380万成交周期154天,南 西 | 其他,355万,通典铭居 2室1厅 84.87平米
尹春来,49130,2019.02.22,房屋满五年,低楼层(共11层) 2009年建板塔结合,挂牌248万成交周期115天,南 北 | 精装,240万,古韵新居 1室0厅 48.85平米
许攀娜,46239,2019.01.21,房屋满五年,中楼层(共6层) 1999年建板楼,挂牌248万成交周期41天,南 北 | 简装,238万,华龙小区 1室1厅 51.44平米
侯召军,59316,2019.01.22,房屋满两年,高楼层(共40层) 2013年建塔楼,挂牌390万成交周期91天,南 | 精装,383万,京贸国际城西区 1室1厅 64.57平米
张静静,53094,2019.01.22,近地铁,顶层(共18层) 2013年建板楼,挂牌820万成交周期46天,南 北 | 其他,750万,万方家园 3室2厅 141.26平米
骆占峰,42591,2019.01.22,近地铁,中楼层(共6层) 1995年建板楼,挂牌360万成交周期39天,南 北 | 简装,340万,翠屏北里东区 2室1厅 79.83平米
文国峰,42109,2019.01.22,近地铁,低楼层(共6层) 2000年建板楼,挂牌330万成交周期59天,南 北 | 精装,318万,北苑南路34号院 2室1厅 75.52平米
,39923,2019.01.22,挂牌370万成交周期33天,中楼层(共6层) 2000年建板楼,,南 北 | 简装,360万,中泽家园 2室1厅 90.05平米
刘万军,50868,2019.01.22,房屋满两年近地铁,低楼层(共10层) 2013年建板塔结合,挂牌435万成交周期26天,东 西 | 精装,428万,华业东方玫瑰B区 2室1厅 84.14平米
刘川林,45269,2019.01.21,房屋满五年,低楼层(共6层) 2005年建板楼,挂牌308万成交周期62天,南 | 精装,298万,旗舰凯旋二三期 2室1厅 65.83平米
王成瑞,52534,2019.01.21,近地铁,低楼层(共27层) 2012年建板楼,挂牌690万成交周期81天,南 北 | 简装,650万,华业东方玫瑰D区 3室2厅 123.73平米
李凤喜,41860,2019.01.21,房屋满两年,中楼层(共18层) 2013年建板楼,挂牌330万成交周期106天,南 | 精装,316万,金地格林格林 2室1厅 75.49平米
曹玥,41965,2019.01.21,房屋满两年,高楼层(共18层) 2013年建板楼,挂牌328万成交周期55天,南 | 精装,317万,金地格林格林 2室1厅 75.54平米
李宗,48123,2019.01.21,房屋满五年,中楼层(共12层) 2005年建板塔结合,挂牌349万成交周期107天,南 北 | 精装,332万,靓景明居 1室1厅 68.99平米
,41392,2019.01.21,挂牌380万成交周期10天,中楼层(共6层) 2004年建板楼,,南 北 | 精装,363万,中泽雅园 2室1厅 87.7平米
安会会,32742,2019.01.21,房屋满两年,低楼层(共6层) 1995年建板楼,挂牌310万成交周期15天,南 北 | 简装,275万,西马庄园 2室1厅 83.99平米
杨娇,51726,2019.01.16,近地铁,低楼层(共27层) 2012年建板楼,挂牌650万成交周期306天,南 北 | 精装,640万,华业东方玫瑰D区 3室2厅 123.73平米
侯名成,35697,2019.01.24,房屋满五年,高楼层(共6层) 2001年建板楼,挂牌295万成交周期175天,东 西 | 精装,280万,西马庄园 2室1厅 78.44平米
曹建雨,51648,2019.01.24,近地铁,高楼层(共27层) 2016年建板楼,挂牌489万成交周期165天,南 | 精装,475万,华业东方玫瑰C区 2室1厅 91.97平米
赵鹏龙,42285,2019.01.24,房屋满五年近地铁,中楼层(共15层) 2005年建板塔结合,挂牌310万成交周期105天,西 | 精装,305万,梨园小镇 2室1厅 72.13平米
杨大浩,45721,2019.01.24,房屋满两年,高楼层(共18层) 2012年建板楼,挂牌336万成交周期87天,西南 | 精装,320万,润枫领尚 1室1厅 69.99平米
,42240,2019.01.23,挂牌698万成交周期120天,中楼层(共7层) 2001年建板楼,,南 北 | 精装,645万,武夷花园牡丹园 3室2厅 152.7平米
李南,41066,2019.01.23,房屋满两年,低楼层(共18层) 2013年建板楼,挂牌323万成交周期73天,南 | 精装,310万,金地格林格林 2室1厅 75.49平米
杨柳,49871,2019.01.23,房屋满五年近地铁,中楼层(共5层) 2007年建板楼,挂牌465万成交周期117天,南 北 | 精装,445万,DBC加州小镇 2室2厅 89.1平米
沈建欣,33577,2019.01.23,房屋满五年,顶层(共22层) 2012年建板塔结合,挂牌225万成交周期68天,西 | 简装,217万,中建雅颂居 1室1厅 64.48平米
张姣姣,40463,2019.01.23,房屋满五年,中楼层(共6层) 2004年建板楼,挂牌373万成交周期84天,南 北 | 简装,364万,幸福时光 2室1厅 89.96平米
汤厚博,49294,2019.01.23,房屋满五年近地铁,底层(共28层) 2009年建板塔结合,挂牌308万成交周期63天,西 | 精装,286万,新通国际花园 1室1厅 58.02平米
张金明,50899,2019.01.23,房屋满五年近地铁,低楼层(共12层) 2004年建板塔结合,挂牌212万成交周期178天,北 | 精装,218万,新华联家园北区 1室0厅 42.83平米
杨乐恒,44060,2019.01.23,近地铁,中楼层(共7层) 2002年建板楼,挂牌460万成交周期69天,南 北 | 精装,450万,新华联家园南区 2室2厅 102.09平米
张玉,42218,2019.01.23,房屋满五年,顶层(共6层) 2000年建板楼,挂牌300万成交周期11天,南 北 | 精装,297万,源泉苑 2室1厅 70.35平米
赵宇,52731,2019.01.20,房屋满两年近地铁,高楼层(共27层) 2012年建板楼,挂牌480万成交周期10天,南 北 | 精装,475万,华业东方玫瑰D区 2室1厅 90.08平米
李永祥,55498,2019.02.22,房屋满五年,顶层(共6层) 2005年建板楼,挂牌320万成交周期83天,南 北 | 精装,318万,水恋晶城 1室1厅 57.3平米
,36515,2019.02.22,挂牌325万成交周期42天,高楼层(共22层) 2008年建板塔结合,,西北 | 简装,331万,大方居 3室1厅 90.65平米
赵玉文,54978,2019.02.22,房屋满五年,高楼层(共18层) 2010年建板塔结合,挂牌419万成交周期185天,南 | 精装,412万,京贸国际城东区 2室1厅 74.94平米
杜金兵,47762,2019.02.22,房屋满五年近地铁,低楼层(共13层) 2005年建板塔结合,挂牌470万成交周期49天,南 北 | 精装,462万,梨园小镇 2室1厅 96.73平米
吴柳,34862,2019.02.21,房屋满两年,底层(共6层) 1993年建板楼,挂牌380万成交周期103天,南 北 | 其他,368万,疃里新村 3室2厅 105.56平米
王磊,11945,2019.02.21,房屋满五年,顶层(共8层) 2009年建塔楼,挂牌230万成交周期203天,东 东南 | 精装,213万,新华联科技大厦 2房间1卫 178.32平米
李建平,49742,2019.02.21,近地铁,高楼层(共29层) 2008年建塔楼,挂牌385万成交周期9天,北 | 精装,375万,运河明珠 1室1厅 75.39平米
孙铁成,41844,2019.02.21,房屋满五年近地铁,低楼层(共29层) 2004年建塔楼,挂牌415万成交周期82天,西南 | 其他,405万,京贸国际公寓 2室1厅 96.79平米
刘洋,49463,2019.02.21,房屋满五年,低楼层(共7层) 2002年建板楼,挂牌490万成交周期75天,南 北 | 简装,465万,武夷花园牡丹园 2室2厅 93.91平米
孟婷婷,42583,2019.02.21,房屋满五年近地铁,中楼层(共7层) 2002年建板楼,挂牌435万成交周期117天,南 北 | 简装,417万,新华联家园南区 2室1厅 97.88平米
曹颖嫔,50619,2019.02.21,房屋满五年,高楼层(共15层) 2010年建板楼,挂牌460万成交周期112天,南 北 | 精装,450万,DBC加州小镇C区 2室2厅 88.9平米
曹金阳,53950,2019.02.21,房屋满两年,中楼层(共35层) 2014年建塔楼,挂牌440万成交周期76天,东北 | 精装,431万,京贸国际城西区 2室1厅 79.89平米
高云飞,73408,2019.02.21,房屋满五年,中楼层(共11层) 2007年建板塔结合,挂牌290万成交周期42天,北 | 简装,284万,巴克摩界 1室1厅 38.62平米
康莉琼,38757,2019.01.21,房屋满五年近地铁,中楼层(共23层) 2004年建塔楼,挂牌270万成交周期135天,西 | 简装,268万,碧水明珠 1室1厅 69.15平米
樊林,45986,2019.01.21,房屋满五年,中楼层(共11层) 2006年建板塔结合,挂牌245万成交周期72天,南 北 | 简装,240万,乔庄东区 1室0厅 52.19平米
陈小玲,46268,2019.01.21,房屋满五年,中楼层(共6层) 1999年建板楼,挂牌257万成交周期72天,南 北 | 简装,238万,华龙小区 1室1厅 51.44平米
岳磊磊,41595,2019.01.21,近地铁,中楼层(共6层) 1998年建板楼,挂牌299万成交周期15天,南 北 | 简装,290万,果园233号院 2室1厅 69.72平米
李慧,44724,2019.01.21,房屋满五年,低楼层(共6层) 1993年建板楼,挂牌320万成交周期257天,南 北 | 简装,320万,玉桥南里 2室1厅 71.55平米
曹永亮,45154,2019.01.21,房屋满五年,低楼层(共6层) 1999年建板楼,挂牌302万成交周期130天,东 南 | 简装,286万,玉桥南里 2室1厅 63.34平米
杨微,40903,2019.01.21,房屋满五年,中楼层(共6层) 2009年建板楼,挂牌470万成交周期109天,南 北 | 简装,453万,阿尔法社区二期 3室2厅 110.75平米
司富友,49756,2019.01.21,房屋满五年近地铁,中楼层(共7层) 2004年建板楼,挂牌565万成交周期33天,南 北 | 精装,530万,香林郡 3室1厅 106.52平米
王坤,42092,2019.01.21,近地铁,中楼层(共21层) 2005年建板塔结合,挂牌510万成交周期206天,南 北 | 简装,500万,时尚街区东区 3室1厅 118.79平米
曹亮,38701,2019.01.21,房屋满五年,中楼层(共6层) 1996年建板楼,挂牌338万成交周期14天,南 北 | 简装,342万,东潞苑 2室1厅 88.37平米
付思吉,41598,2019.01.21,近地铁,中楼层(共20层) 2003年建塔楼,挂牌328万成交周期39天,东南 | 精装,325万,时尚街区西区 2室1厅 78.13平米
,31374,2019.01.21,挂牌290万成交周期10天,中楼层(共14层) 2009年建板楼,,南 北 | 精装,285万,珠江逸景 2室1厅 90.84平米
,20478,2019.01.21,挂牌125万成交周期34天,高楼层(共7层) 2013年建板楼,,东 | 精装,120万,金隅自由筑 3房间1卫 58.6平米
,41956,2019.01.21,挂牌318万成交周期58天,中楼层(共18层) 2013年建板楼,,南 | 精装,315万,金地格林格林 2室1厅 75.08平米
曹玥,41490,2019.01.21,房屋满五年近地铁,中楼层(共7层) 2002年建板楼,挂牌505万成交周期13天,东 南 北 | 精装,488万,新华联家园南区 3室2厅 117.62平米
赵春明,44802,2019.01.21,房屋满五年,高楼层(共13层) 2012年建板楼,挂牌380万成交周期98天,南 西 | 精装,365万,新城阳光 2室1厅 81.47平米
,40621,2019.01.21,挂牌365万成交周期40天,低楼层(共6层) 2003年建板楼,,南 北 | 简装,351万,自然佳境 2室1厅 86.41平米
唐莹莹,38436,2019.02.20,房屋满五年,低楼层(共27层) 2010年建板塔结合,挂牌355万成交周期414天,南 北 | 简装,340万,通景园 2室1厅 88.46平米
黄嵩嵩,59365,2019.01.16,房屋满两年,底层(共40层) 2013年建塔楼,挂牌750万成交周期210天,东南 | 精装,510万,京贸国际城西区 2室1厅 85.91平米
王国富,55537,2019.01.16,房屋满两年,底层(共15层) 2012年建板楼,挂牌998万成交周期364天,南 北 | 精装,969万,远洋东方公馆 3室2厅 174.48平米
王彩霞,46761,2019.01.16,房屋满五年,顶层(共6层) 2010年建板楼,挂牌299万成交周期158天,南 北 | 精装,280万,阿尔法社区二期 2室1厅 59.88平米
,6646,2019.01.16,挂牌20万成交周期242天,地下室 2012年建暂无数据,,南 | 其他,19万,华业东方玫瑰A区 车位
迟磊,34952,2019.01.16,近地铁,低楼层(共7层) 2002年建板楼,挂牌590万成交周期34天,南 西 北 | 简装,550万,天赐良园二期 3室2厅 157.36平米
周丰,50424,2019.01.16,房屋满两年近地铁,低楼层(共18层) 2012年建板楼,挂牌819万成交周期28天,南 北 | 其他,810万,华远铭悦 3室2厅 160.64平米
张喜钰,59335,2019.01.16,近地铁,高楼层(共33层) 2009年建板塔结合,挂牌788万成交周期143天,南 | 精装,758万,运河湾 3室1厅 127.75平米
许颖,65156,2019.01.16,房屋满两年近地铁,中楼层(共12层) 2012年建塔楼,挂牌400万成交周期32天,东 | 精装,388万,M5朗峰 2室1厅 59.55平米
张恩瑞,54273,2019.01.16,房屋满五年,中楼层(共28层) 2011年建塔楼,挂牌430万成交周期76天,南 | 毛坯,430万,京贸国际城西区 2室1厅 79.23平米
孙光旭,42789,2019.01.16,房屋满五年近地铁,低楼层(共24层) 2005年建塔楼,挂牌325万成交周期103天,东 | 精装,310万,通典铭居 1室0厅 72.45平米
陈勇,33444,2019.01.16,房屋满两年,中楼层(共21层) 2010年建板楼,挂牌290万成交周期30天,南 | 精装,285万,融科香雪兰溪 2室1厅 85.07平米
张岩,57904,2019.01.16,房屋满五年,低楼层(共27层) 2012年建塔楼,挂牌345万成交周期77天,南 | 精装,332万,K2清水湾 2室1厅 57.25平米
叶磊,50298,2019.01.23,房屋满五年,中楼层(共22层) 2009年建塔楼,挂牌235万成交周期53天,东 | 精装,220万,长城国际 1室0厅 43.74平米
,53411,2019.01.23,挂牌495万成交周期11天,高楼层(共26层) 2010年建板塔结合,,西南 | 简装,480万,海棠湾一期 2室1厅 89.87平米
白阳,46601,2019.01.23,房屋满五年,底层(共6层) 2004年建板楼,挂牌410万成交周期70天,南 北 | 简装,392万,幸福艺居 2室2厅 84.12平米
张丁丁,35649,2019.01.23,房屋满两年,底层(共12层) 2014年建板楼,挂牌239万成交周期62天,南 北 | 精装,231万,东亚印象台湖 2室1厅 64.8平米
张慧丽,45981,2019.01.19,房屋满五年近地铁,中楼层(共29层) 2008年建塔楼,挂牌495万成交周期110天,西南 | 精装,485万,运河明珠 2室1厅 105.48平米
叶泓甫,43606,2019.01.19,房屋满五年近地铁,中楼层(共7层) 2002年建板楼,挂牌435万成交周期72天,南 北 | 精装,418万,新华联家园南区 2室1厅 95.86平米
赵宇,51679,2019.01.19,房屋满两年近地铁,中楼层(共27层) 2012年建板楼,挂牌475万成交周期162天,南 北 | 毛坯,465万,华业东方玫瑰B区 2室1厅 89.98平米
崔浩,44530,2019.01.19,房屋满五年,中楼层(共11层) 2004年建板楼,挂牌445万成交周期170天,南 北 | 精装,440万,在水一方 2室2厅 98.81平米
吴国栋,40047,2019.01.19,近地铁,中楼层(共7层) 1998年建板楼,挂牌350万成交周期24天,南 北 | 精装,310万,玉带河西街 2室1厅 77.41平米
吕修峰,41067,2019.01.18,房屋满两年,高楼层(共10层) 2010年建板塔结合,挂牌410万成交周期260天,南 北 | 精装,405万,珠江拉维小镇 2室2厅 98.62平米
康莉琼,33425,2019.01.18,房屋满两年,底层(共13层) 2007年建板塔结合,挂牌290万成交周期22天,北 | 简装,270万,财富东方 1室1厅 80.78平米
李安金,44303,2019.01.18,房屋满两年,中楼层(共10层) 2010年建板塔结合,挂牌420万成交周期124天,南 北 | 精装,416万,珠江拉维小镇 2室1厅 93.9平米
范庆森,28136,2019.01.18,房屋满五年,顶层(共6层) 1994年建板楼,挂牌305万成交周期16天,南 北 | 其他,295万,四海公寓 3室2厅 104.85平米
,55953,2019.01.18,挂牌515万成交周期220天,中楼层(共27层) 2015年建板塔结合,,西北 | 精装,509万,富力金禧花园 2室1厅 90.88平米
刘东东,48007,2019.01.18,房屋满两年,中楼层(共12层) 2003年建板塔结合,挂牌480万成交周期187天,南 北 | 精装,464万,河畔丽景 2室1厅 96.55平米
李志敬,42150,2019.01.18,房屋满五年,底层(共6层) 1991年建板楼,挂牌245万成交周期13天,南 北 | 简装,240万,中仓小区 2室1厅 56.94平米
王鹏伟,32074,2019.02.21,房屋满两年,中楼层(共11层) 2014年建板塔结合,挂牌278万成交周期138天,西北 | 精装,267万,融科钧廷 2室1厅 83.09平米
解清妹,54442,2019.02.21,房屋满两年近地铁,中楼层(共6层) 2004年建板楼,挂牌240万成交周期41天,南 | 简装,234万,格瑞雅居 1室0厅 42.89平米
王朋朋,37355,2019.02.21,房屋满五年,高楼层(共29层) 2012年建板楼,挂牌356万成交周期8天,南 北 | 其他,335万,金隅通和园 2室1厅 89.58平米
程大平,42506,2019.02.21,房屋满五年,高楼层(共6层) 2008年建板楼,挂牌408万成交周期165天,南 北 | 简装,395万,旗舰凯旋二三期 2室1厅 92.93平米
李宗欣,56398,2019.02.21,房屋满两年,中楼层(共40层) 2013年建塔楼,挂牌482万成交周期83天,南 | 简装,469万,京贸国际城西区 2室1厅 83.16平米
王艳芳,52249,2019.02.21,房屋满五年近地铁,底层(共6层) 2004年建板楼,挂牌299万成交周期136天,南 | 精装,294万,达富雅园 1室1厅 56.27平米
刘蓓,51856,2019.02.20,房屋满两年,低楼层(共10层) 2012年建塔楼,挂牌212万成交周期476天,东 | 精装,190万,百合湾 3房间1卫 36.64平米
,48298,2019.02.20,挂牌215万成交周期10天,中楼层(共6层) 2006年建板楼,,南 | 简装,200万,艺苑西街9号院 1室1厅 41.41平米
王佳欣,43672,2019.02.20,房屋满五年,中楼层(共6层) 1981年建板楼,挂牌236万成交周期35天,南 | 简装,232万,西营前街 2室1厅 53.01平米
刘凯洁,41375,2019.02.20,房屋满五年,中楼层(共5层) 1976年建板楼,挂牌220万成交周期290天,南 北 | 简装,218万,后南仓 2室1厅 52.69平米
刘佳慧,37064,2019.02.20,房屋满五年,低楼层(共29层) 2011年建塔楼,挂牌310万成交周期6天,南 | 其他,307万,金隅通和园 2室1厅 82.83平米
马洪刚,43833,2019.02.20,房屋满五年,低楼层(共15层) 2009年建板楼,挂牌328万成交周期83天,南 | 精装,317万,金隅七零九零 2室1厅 72.32平米
赵泽鹏,45811,2019.01.21,房屋满五年,底层(共7层) 2004年建板楼,挂牌245万成交周期47天,南 北 | 简装,240万,结研所家属院 2室1厅 52.39平米
王立柱,59101,2019.01.21,近地铁,中楼层(共18层) 2013年建板楼,挂牌465万成交周期49天,南 | 精装,452万,万方家园 2室1厅 76.48平米
刘志荣,45122,2019.01.21,房屋满五年近地铁,中楼层(共14层) 2010年建板塔结合,挂牌325万成交周期118天,北 | 精装,308万,新通国际花园 1室1厅 68.26平米
李水丽,39248,2019.01.21,房屋满两年近地铁,低楼层(共15层) 2002年建板楼,挂牌420万成交周期100天,南 北 | 简装,390万,长桥园公寓 2室1厅 99.37平米
赵晓龙,28425,2019.01.20,房屋满五年,低楼层(共14层) 2009年建板楼,挂牌270万成交周期16天,西 | 精装,265万,珠江逸景 2室1厅 93.23平米
白大伟,45308,2019.01.20,房屋满五年,底层(共6层) 2004年建板楼,挂牌555万成交周期27天,南 北 | 精装,545万,旗舰凯旋一期 3室2厅 120.29平米
张敬安,38849,2019.01.20,房屋满五年近地铁,中楼层(共7层) 2000年建板楼,挂牌560万成交周期131天,南 北 | 简装,540万,天赐良园一期 3室2厅 139平米
,45807,2019.01.20,挂牌248万成交周期37天,中楼层(共28层) 2016年建暂无数据,,南 | 精装,243万,中国铁建通瑞嘉苑 1室1厅 52.94平米
闻承龙,46367,2019.01.20,房屋满五年,高楼层(共15层) 2009年建板塔结合,挂牌338万成交周期70天,南 | 精装,328万,金隅七零九零 1室1厅 70.74平米
刘建利,41092,2019.01.20,房屋满五年近地铁,中楼层(共6层) 2004年建板楼,挂牌575万成交周期167天,南 北 | 简装,545万,蓝调沙龙东区 3室2厅 132.63平米
孟祥顺,44556,2019.01.20,房屋满五年,低楼层(共6层) 1995年建板楼,挂牌208万成交周期11天,北 | 简装,205万,云景西里南区 1室1厅 46.01平米
马红丽,42749,2019.01.20,房屋满两年,低楼层(共22层) 2009年建塔楼,挂牌250万成交周期136天,西 | 精装,237万,长城国际 1室0厅 55.44平米
李峰,37192,2019.02.20,房屋满五年近地铁,高楼层(共6层) 2004年建板楼,挂牌540万成交周期78天,南 北 | 简装,500万,站前巴黎 3室1厅 134.44平米
刘伟强,43554,2019.02.20,房屋满五年近地铁,底层(共6层) 1997年建板楼,挂牌300万成交周期57天,南 北 | 精装,278万,旅游新村 2室1厅 63.83平米
王凯,47331,2019.02.20,房屋满五年近地铁,底层(共6层) 2004年建板楼,挂牌500万成交周期41天,南 北 | 精装,485万,天赐良园东三期 2室2厅 102.47平米
李强,38708,2019.02.20,房屋满五年,底层(共27层) 2010年建板塔结合,挂牌363万成交周期151天,南 | 精装,345万,通景园 2室1厅 89.13平米
,40286,2019.02.20,挂牌300万成交周期128天,底层(共6层) 2000年建板楼,,南 北 | 简装,288万,西潞苑小区 2室1厅 71.49平米
陈勇,36537,2019.02.20,房屋满五年,低楼层(共19层) 2009年建板塔结合,挂牌340万成交周期33天,西南 | 其他,322万,东亚瑞晶苑 3室1厅 88.13平米
赵鹏龙,45521,2019.02.20,房屋满五年近地铁,中楼层(共17层) 2010年建板楼,挂牌375万成交周期31天,南 | 简装,364万,新城嘉园 2室1厅 79.94平米
阮江华,55071,2019.02.20,近地铁,中楼层(共27层) 2016年建板楼,挂牌488万成交周期55天,南 | 精装,486万,华业东方玫瑰C区 2室1厅 88.25平米
,37014,2019.02.20,挂牌700万成交周期195天,中楼层(共26层) 2012年建板塔结合,,南 西 北 | 精装,690万,北京ONE 3室2厅 186.42平米
王帅,48385,2019.02.20,房屋满两年,低楼层(共27层) 2012年建板塔结合,挂牌315万成交周期80天,西南 | 简装,304万,华业东方玫瑰A区 1室1厅 62.83平米
李善传,43659,2019.02.20,房屋满五年近地铁,高楼层(共12层) 2004年建板塔结合,挂牌322万成交周期85天,西北 | 简装,306万,新华联家园北区 1室1厅 70.09平米
李显超,41929,2019.02.20,房屋满五年,高楼层(共6层) 2008年建板楼,挂牌300万成交周期203天,南 | 精装,280万,旗舰凯旋二三期 1室1厅 66.78平米
杨晓成,49051,2019.02.19,房屋满五年近地铁,高楼层(共6层) 1980年建板楼,挂牌245万成交周期9天,南 北 | 简装,246万,葛布店东里 2室1厅 50.05平米
孙家宣,53340,2019.01.15,房屋满五年近地铁,低楼层(共11层) 2005年建板楼,挂牌240万成交周期12天,南 | 精装,226万,DBC加州小镇 1室0厅 42.37平米
何礼,39765,2019.01.15,房屋满五年,低楼层(共22层) 2009年建塔楼,挂牌240万成交周期9天,东 | 简装,230万,长城国际 1室1厅 57.84平米
解清妹,52452,2019.01.15,房屋满五年,底层(共18层) 2010年建板楼,挂牌327万成交周期33天,南 | 精装,307万,DBC加州小镇C区 1室1厅 58.53平米
刘海燕,39123,2019.01.15,近地铁,中楼层(共23层) 2002年建塔楼,挂牌460万成交周期27天,南 西 | 其他,446万,怡佳家园 2室1厅 114平米
刘春华,50317,2019.01.15,房屋满两年近地铁,低楼层(共6层) 2005年建板楼,挂牌290万成交周期21天,南 | 精装,286万,巴克寓所 2室1厅 56.84平米
刘海燕,43321,2019.01.15,房屋满五年近地铁,中楼层(共15层) 2002年建板楼,挂牌320万成交周期200天,南 | 精装,299万,长桥园公寓 1室1厅 69.02平米
高云霞,42475,2019.01.15,近地铁,底层(共7层) 2002年建板楼,挂牌425万成交周期4天,南 北 | 其他,412万,新华联家园南区 2室1厅 97平米
张耀红,38929,2019.01.15,近地铁,中楼层(共6层) 1995年建板楼,挂牌456万成交周期52天,南 北 | 简装,446万,五所家属院 3室1厅 114.57平米
,36169,2019.01.15,挂牌270万成交周期25天,高楼层(共12层) 2015年建暂无数据,,南 北 | 精装,256万,东亚印象台湖 2室1厅 70.78平米
司富友,44824,2019.01.15,房屋满五年,低楼层(共6层) 2002年建板楼,挂牌425万成交周期127天,南 北 | 简装,413万,运乔嘉园 2室1厅 92.14平米
宋先平,11667,2019.01.14,近地铁,地下室 2016年建板楼,挂牌42万成交周期29天,南 | 毛坯,39万,K2玉蘭湾 车位
