agent,avg,date,feature,floor,guapai,info,price,title
王双连,46906,2019.03.15,房屋满五年,中楼层(共6层) 2001年建板楼,挂牌615万成交周期237天,南 北 | 精装,582万,西上园三区 3室2厅 124.08平米
郑爽,47903,2019.03.15,房屋满五年,中楼层(共6层) 2003年建板楼,挂牌425万成交周期13天,南 北 | 精装,419万,澜花语岸 2室1厅 87.47平米
张北江,30545,2019.03.15,房屋满五年,中楼层(共11层) 2003年建板塔结合,挂牌400万成交周期104天,东 西 | 精装,376万,运乔嘉园 2室1厅 123.1平米
刘旭,41551,2019.03.15,房屋满五年,中楼层(共27层) 2010年建板塔结合,挂牌375万成交周期122天,南 | 精装,374万,通景园 2室1厅 90.01平米
赵会杰,52842,2019.03.15,房屋满五年近地铁,高楼层(共15层) 2005年建板塔结合,挂牌245万成交周期60天,东 | 简装,239万,蓝调沙龙西区 1室0厅 45.23平米
李世攀,42287,2019.03.15,房屋满五年近地铁,顶层(共6层) 2004年建板楼,挂牌383万成交周期269天,南 北 | 精装,344万,格兰晴天 2室2厅 81.35平米
张敬安,46913,2019.03.15,房屋满五年近地铁,中楼层(共25层) 2012年建板塔结合,挂牌375万成交周期5天,南 | 其他,370万,新城乐居 2室1厅 78.87平米
何友保,41917,2019.03.14,房屋满两年,中楼层(共6层) 1995年建板楼,挂牌378万成交周期67天,南 北 | 精装,350万,潞河中学家属院南区 2室1厅 83.5平米
范海成,53268,2019.03.14,房屋满五年近地铁,低楼层(共12层) 2004年建板塔结合,挂牌229万成交周期11天,北 | 精装,225万,新华联家园北区 1室0厅 42.24平米
,22197,2019.03.14,挂牌153万成交周期92天,低楼层(共7层) 2013年建板楼,,南 | 其他,153万,金隅自由筑 3房间1卫 68.93平米
,45992,2019.03.14,挂牌380万成交周期158天,中楼层(共6层) 1994年建板楼,,南 北 | 其他,370万,中仓小区 3室1厅 80.45平米
王燕,31569,2019.03.14,房屋满五年,高楼层(共6层) 1994年建板楼,挂牌348万成交周期45天,南 北 | 简装,331万,四海公寓 3室1厅 104.85平米
,50301,2019.03.14,挂牌620万成交周期23天,低楼层(共6层) 2003年建板楼,,南 北 | 简装,620万,紫荆园 3室2厅 123.26平米
铁磊,57568,2019.03.14,房屋满五年近地铁,中楼层(共11层) 2005年建板楼,挂牌245万成交周期69天,南 | 精装,248万,DBC加州小镇 1室1厅 43.08平米
张美玲,47605,2019.03.14,房屋满五年,中楼层(共21层) 2010年建板楼,挂牌290万成交周期67天,南 北 | 简装,318万,玉桥东里 2室1厅 66.8平米
姜凤月,16256,2019.03.14,房屋满两年,中楼层(共6层) 2014年建板塔结合,挂牌80万成交周期112天,北 | 精装,77万,旭辉丽舍 1房间1卫 47.37平米
汤厚博,51653,2019.03.14,房屋满五年,中楼层(共6层) 2004年建板楼,挂牌699万成交周期200天,南 北 | 精装,680万,格兰晴天 3室2厅 131.65平米
,56969,2019.03.14,挂牌275万成交周期8天,低楼层(共27层) 2010年建塔楼,,西 | 其他,268万,海棠湾一期 1室0厅 47平米
衣艳平,47481,2019.03.14,房屋满五年,低楼层(共12层) 2008年建板塔结合,挂牌370万成交周期10天,东 南 北 | 简装,360万,久居雅园 2室1厅 75.82平米
刘仰辉,47016,2019.03.14,近地铁,中楼层(共6层) 2003年建板楼,挂牌400万成交周期21天,南 北 | 简装,397万,新华联锦园 2室1厅 84.44平米
何天皓,44268,2019.03.14,房屋满五年,低楼层(共6层) 2000年建板楼,挂牌500万成交周期282天,南 北 | 简装,490万,光讯花园 3室1厅 110.69平米
孟婷婷,46153,2019.03.14,房屋满五年近地铁,中楼层(共13层) 2005年建板塔结合,挂牌400万成交周期8天,南 | 精装,400万,时尚街区东区 2室1厅 86.67平米
王文成,49544,2019.03.14,房屋满五年,中楼层(共11层) 2007年建板楼,挂牌629万成交周期25天,南 北 | 精装,618万,DBC加州小镇 3室2厅 124.74平米
张海燕,37430,2019.03.14,房屋满五年,底层(共11层) 2005年建板楼,挂牌429万成交周期148天,南 北 | 简装,417万,龙鼎园 3室1厅 111.41平米
韩付豪,56951,2019.03.14,房屋满两年近地铁,高楼层(共6层) 1999年建板楼,挂牌396万成交周期199天,东 西 | 简装,390万,如意园 2室1厅 68.48平米
周君,50231,2019.03.14,房屋满五年,高楼层(共15层) 2010年建板楼,挂牌459万成交周期363天,南 北 | 精装,447万,DBC加州小镇C区 2室1厅 88.99平米
,50771,2019.03.14,挂牌439万成交周期22天,低楼层(共18层) 2015年建板楼,,南 北 | 精装,425万,珠江东都国际 2室1厅 83.71平米
高鸿哲,39983,2019.03.13,房屋满两年,高楼层(共27层) 2010年建板塔结合,挂牌359万成交周期155天,南 | 精装,359万,通景园 2室1厅 89.79平米
蔚建伟,47995,2019.03.13,房屋满五年,中楼层(共9层) 2005年建板塔结合,挂牌290万成交周期129天,东 | 精装,280万,月亮城堡 1室0厅 58.34平米
杨剑波,39834,2019.03.13,房屋满两年,中楼层(共26层) 2007年建塔楼,挂牌340万成交周期143天,西 | 简装,325万,财富东方 2室1厅 81.59平米
宋海明,44688,2019.03.13,房屋满两年,低楼层(共6层) 2000年建板楼,挂牌428万成交周期94天,南 北 | 其他,392万,源泉苑 3室2厅 87.72平米
,33926,2019.03.13,挂牌280万成交周期3天,高楼层(共20层) 2010年建板楼,,南 | 其他,277万,融科香雪兰溪 2室1厅 81.65平米
韩晴亮,55809,2019.03.13,近地铁,顶层(共27层) 2015年建板楼,挂牌820万成交周期114天,南 北 | 精装,785万,K2玉蘭湾 3室2厅 140.66平米
刘永佳,43495,2019.03.13,近地铁,高楼层(共24层) 2006年建塔楼,挂牌480万成交周期10天,南 | 其他,471万,瑞都国际北区 2室1厅 108.29平米
曾建,47494,2019.03.11,房屋满五年,高楼层(共16层) 2010年建板塔结合,挂牌480万成交周期51天,南 北 | 精装,469万,DBC加州小镇C区 2室1厅 98.75平米
,45333,2019.03.13,挂牌245万成交周期45天,高楼层(共6层) 1981年建板楼,,南 | 简装,237万,西营前街 2室1厅 52.28平米
罗万强,47258,2019.03.13,房屋满五年近地铁,高楼层(共18层) 2006年建板塔结合,挂牌390万成交周期13天,东北 | 精装,386万,蓝调沙龙东区 2室2厅 81.68平米
李金虎,37128,2019.03.13,房屋满两年,高楼层(共16层) 2014年建板楼,挂牌342万成交周期89天,南 北 | 精装,336万,首开国风美仑 3室2厅 90.5平米
牛宝焕,37139,2019.03.13,房屋满五年近地铁,底层(共15层) 2002年建板楼,挂牌270万成交周期442天,南 | 精装,243万,长桥园公寓 1室1厅 65.43平米
,51304,2019.03.11,挂牌243万成交周期6天,中楼层(共4层) 1992年建板楼,,南 北 | 其他,242万,玉桥北里 1室1厅 47.17平米
田冬海,33326,2019.03.11,房屋满五年,高楼层(共22层) 2008年建板塔结合,挂牌300万成交周期23天,东 | 精装,300万,大方居 2室1厅 89.99平米
初日伟,55295,2019.03.11,房屋满五年,中楼层(共5层) 1978年建板楼,挂牌213万成交周期188天,南 | 简装,200万,后南仓 1室1厅 36.17平米
陈小玲,32619,2019.03.11,房屋满五年,中楼层(共6层) 1994年建板楼,挂牌355万成交周期201天,南 北 | 精装,342万,四海公寓 3室2厅 104.85平米
石泽志,56133,2019.03.11,近地铁,中楼层(共12层) 2004年建板塔结合,挂牌608万成交周期13天,东南 | 其他,595万,当代名筑 3室1厅 106平米
宫亮,42259,2019.03.11,房屋满五年近地铁,低楼层(共18层) 2004年建板塔结合,挂牌410万成交周期56天,东 西 | 简装,396万,逸秀名园 2室1厅 93.71平米
宫亮,45761,2019.03.11,房屋满五年近地铁,中楼层(共6层) 1994年建板楼,挂牌375万成交周期19天,南 北 | 精装,360万,翠屏北里东区 2室1厅 78.67平米
刘慧芳,42339,2019.03.11,房屋满两年,中楼层(共11层) 2013年建板楼,挂牌520万成交周期190天,南 北 | 精装,507万,润枫领尚 3室2厅 119.75平米
,57670,2019.03.11,挂牌545万成交周期47天,低楼层(共10层) 2015年建板楼,,南 北 | 精装,529万,金隅花石匠 3室1厅 91.73平米
,43374,2019.03.11,挂牌235万成交周期13天,中楼层(共6层) 1987年建板楼,,南 | 简装,233万,东营中街 2室2厅 53.72平米
田成业,38609,2019.03.11,房屋满五年,高楼层(共25层) 2003年建塔楼,挂牌360万成交周期119天,东南 | 简装,353万,东阁雅舍 2室1厅 91.43平米
谢军,45337,2019.03.11,房屋满两年近地铁,中楼层(共6层) 2003年建板楼,挂牌252万成交周期117天,南 | 简装,245万,小街之春 1室1厅 54.04平米
曹永亮,47325,2019.03.11,房屋满五年,高楼层(共15层) 2008年建板楼,挂牌435万成交周期9天,南 北 | 精装,421万,金隅七零九零 2室1厅 88.96平米
苑小林,53545,2019.03.13,房屋满五年近地铁,低楼层(共12层) 2005年建板塔结合,挂牌300万成交周期202天,西 北 | 其他,287万,当代名筑 1室1厅 53.6平米
,35119,2019.03.11,挂牌399万成交周期11天,中楼层(共6层) 1996年建板楼,,南 北 | 其他,401万,东潞苑 3室2厅 114.07平米
程国鑫,35670,2019.03.11,房屋满两年,高楼层(共7层) 2000年建板楼,挂牌410万成交周期136天,南 北 | 简装,395万,潞河名苑 2室2厅 110.74平米
王金阳,34890,2019.03.11,房屋满五年,低楼层(共21层) 2009年建板塔结合,挂牌284万成交周期133天,南 | 精装,277万,东亚瑞晶苑 2室1厅 79.39平米
赵海瑞,36330,2019.03.11,房屋满五年,高楼层(共18层) 2009年建板塔结合,挂牌284.9万成交周期15天,南 | 精装,281万,东亚瑞晶苑 2室1厅 77.21平米
张书华,59102,2019.03.11,房屋满五年,低楼层(共27层) 2010年建塔楼,挂牌278万成交周期15天,西 | 其他,275万,海棠湾一期 1室0厅 46.53平米
高云霞,43010,2019.03.11,房屋满五年近地铁,低楼层(共6层) 1998年建板楼,挂牌315万成交周期132天,南 北 | 简装,291万,怡乐北街 2室1厅 67.66平米
周丰,23162,2019.03.11,房屋满两年,高楼层(共7层) 2013年建板楼,挂牌165万成交周期144天,南 | 精装,160万,金隅自由筑 2房间1卫 69.08平米
李智勇,15155,2019.03.11,房屋满五年近地铁,地下室(共15层) 2002年建板楼,挂牌198万成交周期312天,南 北 | 简装,170万,长桥园公寓 3室1厅 112.18平米
李善传,46337,2019.03.11,房屋满五年近地铁,高楼层(共12层) 2002年建板楼,挂牌330万成交周期117天,南 北 | 其他,308万,长桥园公寓 1室1厅 66.47平米
彭晶晶,29647,2019.03.11,房屋满两年,高楼层(共14层) 2011年建板楼,挂牌255万成交周期65天,西 | 精装,253万,合生世界村 2室1厅 85.34平米
,47591,2019.03.11,挂牌330万成交周期49天,顶层(共6层) 2002年建板楼,,南 北 | 精装,318万,运河园8号院 1室1厅 66.82平米
,27686,2019.03.11,挂牌410万成交周期115天,低楼层(共15层) 2015年建板楼,,南 西 北 | 精装,390万,富力尚悦居 4室2厅 140.87平米
滕帅,41216,2019.03.13,房屋满两年,顶层(共6层) 1989年建板楼,挂牌255万成交周期333天,南 | 简装,255万,电信局宿舍楼 2室1厅 61.87平米
李颖超,58502,2019.03.13,房屋满五年,低楼层(共27层) 2010年建塔楼,挂牌270万成交周期3天,东 | 其他,267万,海棠湾一期 1室0厅 45.64平米
薛彦锋,48007,2019.03.13,房屋满五年,高楼层(共12层) 2004年建板塔结合,挂牌388万成交周期102天,南 北 | 简装,366万,靓景明居 2室1厅 76.24平米
王晓坡,57536,2019.03.13,房屋满五年,高楼层(共10层) 2006年建板塔结合,挂牌275万成交周期241天,北 | 精装,268万,柳岸方园 1室0厅 46.58平米
,47423,2019.03.13,挂牌950万成交周期3天,底层(共3层) 2004年建暂无数据,,南 北 | 其他,920万,世爵源墅 4室2厅 194平米
张书华,50578,2019.03.13,房屋满五年近地铁,中楼层(共11层) 2005年建板楼,挂牌468万成交周期52天,南 北 | 简装,460万,DBC加州小镇 2室2厅 90.95平米
赵玉文,42258,2019.03.13,房屋满五年,低楼层(共6层) 1991年建板楼,挂牌290万成交周期4天,南 北 | 简装,280万,中仓小区 2室1厅 66.26平米
刘启帆,48448,2019.03.13,房屋满五年,低楼层(共9层) 2004年建板塔结合,挂牌520万成交周期26天,南 北 | 精装,518万,格兰晴天 2室2厅 106.92平米
王佳欣,39909,2019.03.13,房屋满两年,高楼层(共6层) 2002年建板楼,挂牌248万成交周期107天,南 | 简装,245万,中泽家园 2室1厅 61.39平米
薛攀峰,37041,2019.03.13,房屋满两年近地铁,中楼层(共24层) 2005年建塔楼,挂牌460万成交周期13天,西 | 精装,450万,京贸国际公寓 3室2厅 121.49平米
刘涛,46937,2019.03.13,房屋满五年近地铁,高楼层(共12层) 2004年建板塔结合,挂牌219万成交周期216天,北 | 精装,203万,新华联家园北区 1室0厅 43.25平米
郭峰,51129,2019.03.11,房屋满五年,中楼层(共18层) 2010年建板塔结合,挂牌395万成交周期81天,南 | 简装,385万,京贸国际城东区 2室1厅 75.3平米
易世建,41599,2019.03.11,近地铁,中楼层(共6层) 1987年建板楼,挂牌266万成交周期6天,南 北 | 其他,256万,北苑甲55号院 2室1厅 61.42平米
张金璐,43087,2019.03.11,房屋满五年,顶层(共6层) 2007年建板楼,挂牌295万成交周期8天,南 北 | 其他,292万,桃花岛 2室0厅 67.77平米
明亮,37906,2019.03.11,房屋满五年,中楼层(共6层) 2003年建板楼,挂牌408万成交周期121天,南 北 | 精装,383万,东潞苑 2室1厅 101.04平米
张岩,47743,2019.03.13,房屋满五年,高楼层(共6层) 2005年建板楼,挂牌625万成交周期85天,南 北 | 简装,610万,水恋晶城 3室2厅 127.77平米
孙望,48606,2019.03.13,房屋满五年近地铁,高楼层(共6层) 1986年建板楼,挂牌210万成交周期16天,南 | 简装,197万,葛布店南里 1室1厅 40.53平米
,46604,2019.03.13,挂牌250万成交周期47天,中楼层(共26层) 2016年建板塔结合,,南 | 简装,247万,中国铁建通瑞嘉苑 1室1厅 53平米
黄金路,55820,2019.03.13,房屋满五年近地铁,低楼层(共10层) 2010年建板楼,挂牌200万成交周期54天,西北 | 简装,217万,8哩岛 1室0厅 38.75平米
杨俊奇,41323,2019.03.13,房屋满两年近地铁,中楼层(共18层) 2005年建板楼,挂牌425万成交周期19天,南 北 | 简装,405万,雅丽世居 2室2厅 98.01平米
陈章礼,48018,2019.03.12,房屋满五年,高楼层(共7层) 2002年建板楼,挂牌322万成交周期89天,南 北 | 精装,316万,西上园四区 2室1厅 65.81平米
王祎,37287,2019.03.12,房屋满两年,低楼层(共15层) 2009年建塔楼,挂牌210万成交周期121天,东北 | 精装,205万,珠江逸景 1室1厅 54.98平米
赵永强,37736,2019.03.12,房屋满两年,低楼层(共12层) 2015年建板楼,挂牌270万成交周期129天,南 北 | 精装,268万,东亚印象台湖 2室1厅 71.02平米
,51467,2019.03.12,挂牌435万成交周期24天,低楼层(共17层) 2015年建塔楼,,西北 | 毛坯,420万,京贸国际城西区 2室1厅 81.51平米
王晓坡,45395,2019.03.12,房屋满五年,底层(共6层) 1997年建板楼,挂牌315万成交周期110天,南 | 简装,307万,玉桥南里 2室1厅 67.63平米
,47099,2019.03.12,挂牌251.8万成交周期18天,高楼层(共28层) 2016年建暂无数据,,南 | 简装,250万,中国铁建通瑞嘉苑 1室1厅 53.08平米
樊丰,42643,2019.03.12,房屋满两年,低楼层(共6层) 2007年建板楼,挂牌270万成交周期11天,东 北 | 简装,259万,翠福园 1室1厅 60.62平米
李思雨,43014,2019.03.12,近地铁,低楼层(共21层) 2005年建板塔结合,挂牌360万成交周期8天,南 | 简装,290万,时尚街区东区 1室1厅 67.42平米
,45705,2019.03.12,挂牌448万成交周期4天,高楼层(共6层) 2001年建板楼,,南 北 | 其他,448万,中上园5号院 2室1厅 98.02平米
曹红起,50099,2019.03.11,房屋满五年,中楼层(共6层) 2004年建板楼,挂牌480万成交周期54天,南 北 | 简装,458万,幸福艺居 2室1厅 91.42平米
鲍栋,30401,2019.03.11,房屋满五年,中楼层(共14层) 2011年建板楼,挂牌287万成交周期19天,南 北 | 精装,278万,合生世界村 2室1厅 91.28平米
周旭明,33782,2019.03.11,房屋满五年,低楼层(共22层) 2008年建板塔结合,挂牌310万成交周期4天,东 | 其他,304万,大方居 2室1厅 89.99平米
杨世威,46781,2019.03.11,房屋满五年近地铁,中楼层(共15层) 2005年建板塔结合,挂牌330万成交周期261天,东 南 | 精装,324万,梨园小镇 1室1厅 69.26平米
付鑫,46331,2019.03.11,房屋满五年,高楼层(共12层) 2009年建板楼,挂牌295.5万成交周期48天,南 北 | 简装,334万,玉桥东里 2室1厅 72.09平米
赵会杰,49660,2019.03.11,房屋满五年近地铁,中楼层(共11层) 2005年建板塔结合,挂牌440万成交周期28天,南 北 | 简装,430万,DBC加州小镇 2室1厅 86.59平米
牛鑫,37719,2019.03.11,房屋满五年,高楼层(共22层) 2008年建板塔结合,挂牌338万成交周期23天,东 | 其他,330万,大方居 2室1厅 87.49平米
郭庆,48554,2019.03.11,房屋满五年近地铁,中楼层(共11层) 2010年建板塔结合,挂牌498万成交周期69天,西南 | 精装,490万,天时名苑 2室1厅 100.92平米
,43091,2019.03.11,挂牌305万成交周期127天,顶层(共6层) 2007年建板楼,,南 北 | 其他,293万,桃花岛 2室2厅 67.88平米
吴国栋,38595,2019.03.11,房屋满五年,低楼层(共22层) 2012年建板塔结合,挂牌350万成交周期65天,南 | 精装,345万,中建雅颂居 2室1厅 89.39平米
王彩云,41531,2019.03.10,房屋满五年,中楼层(共6层) 1999年建板楼,挂牌345万成交周期58天,南 | 精装,330万,群芳三园 2室1厅 79.46平米
孔宇,40571,2019.03.10,房屋满五年近地铁,底层(共11层) 2005年建板塔结合,挂牌550万成交周期130天,南 北 | 精装,523万,苏荷时代 3室2厅 128.91平米
王丽娜,46178,2019.03.10,房屋满五年,中楼层(共11层) 2006年建板塔结合,挂牌250万成交周期214天,南 北 | 简装,241万,乔庄东区 1室0厅 52.19平米
黄春立,42296,2019.03.10,房屋满五年,中楼层(共6层) 2000年建板楼,挂牌390万成交周期197天,南 北 | 简装,370万,华龙小区 2室1厅 87.48平米
张迪,29483,2019.03.10,房屋满五年,中楼层(共14层) 2009年建板楼,挂牌274万成交周期16天,东 西 | 精装,270万,珠江逸景 2室1厅 91.58平米
边智成,30288,2019.03.10,房屋满五年,中楼层(共14层) 2009年建板塔结合,挂牌300万成交周期7天,南 | 精装,295万,珠江逸景 2室1厅 97.4平米
,13871,2019.03.09,挂牌630万成交周期74天,中楼层(共10层) 2015年建板楼,,南 北 | 其他,160万,金隅花石匠 3室2厅 115.35平米
高亚迪,47475,2019.03.10,房屋满五年,低楼层(共7层) 2004年建板楼,挂牌410万成交周期219天,南 北 | 精装,407万,巴克寓所 2室1厅 85.73平米
,50489,2019.03.10,挂牌465万成交周期26天,中楼层(共18层) 2015年建板楼,,南 | 精装,450万,珠江东都国际 3室1厅 89.13平米
周伟丛,41327,2019.03.10,房屋满五年,顶层(共6层) 1997年建板楼,挂牌268万成交周期5天,南 北 | 其他,263万,梨园东里 2室1厅 63.64平米
王旗,41866,2019.03.10,房屋满五年近地铁,顶层(共5层) 1998年建板楼,挂牌349万成交周期8天,南 北 | 其他,333万,农行家属院 2室1厅 79.54平米
朱志鹏,43777,2019.03.10,房屋满两年近地铁,低楼层(共6层) 2003年建板楼,挂牌456万成交周期287天,南 北 | 精装,440万,天赐良园西三期 2室1厅 100.51平米
王胜,47512,2019.03.10,房屋满五年近地铁,中楼层(共18层) 2006年建板塔结合,挂牌390万成交周期82天,南 北 | 精装,378万,蓝调沙龙东区 2室1厅 79.56平米
侯永超,53646,2019.03.10,房屋满两年,底层(共21层) 2010年建板楼,挂牌158万成交周期112天,南 | 精装,155万,融科香雪兰溪 1室1厅 28.8平米
杨晓成,46026,2019.03.10,房屋满五年,高楼层(共12层) 2005年建板楼,挂牌485万成交周期91天,南 北 | 其他,465万,格瑞雅居 2室1厅 101.03平米
杨娇,55163,2019.03.10,房屋满五年,中楼层(共27层) 2011年建板塔结合,挂牌482万成交周期73天,南 北 | 其他,468万,海棠湾二期 2室1厅 84.84平米
,53809,2019.03.10,挂牌849万成交周期140天,中楼层(共27层) 2014年建板楼,,南 北 | 精装,835万,合生滨江帝景 3室2厅 155.18平米
黄金帝,37076,2019.03.10,房屋满两年,顶层(共6层) 2002年建板楼,挂牌360万成交周期530天,南 北 | 精装,320万,运乔嘉园 2室1厅 86.31平米
王胜,47149,2019.03.10,房屋满五年,中楼层(共6层) 1981年建板楼,挂牌320万成交周期25天,南 北 | 简装,315万,后南仓 2室1厅 66.81平米
周鑫,57447,2019.03.09,房屋满五年,高楼层(共12层) 2011年建板楼,挂牌553万成交周期105天,南 北 | 简装,535万,金隅花石匠 3室1厅 93.13平米
,47812,2019.03.08,挂牌290万成交周期4天,高楼层(共22层) 2009年建塔楼,,东 | 精装,272万,长城国际 1室0厅 56.89平米
王春阳,44433,2019.03.08,房屋满五年,底层(共7层) 2000年建板楼,挂牌268万成交周期134天,南 北 | 简装,247万,小潞邑 1室1厅 55.59平米
温佳伟,41949,2019.03.08,房屋满五年近地铁,高楼层(共6层) 2005年建板楼,挂牌378万成交周期67天,南 北 | 精装,366万,迎喜家园 2室2厅 87.25平米
,38069,2019.03.08,挂牌315万成交周期8天,中楼层(共22层) 2008年建板塔结合,,东 西 | 精装,335万,大方居 2室1厅 88平米
郭建雄,32758,2019.03.08,房屋满五年,低楼层(共22层) 2008年建板塔结合,挂牌290万成交周期364天,东 西 | 简装,288万,大方居 2室1厅 87.92平米
杜文丽,37060,2019.03.08,房屋满五年,高楼层(共17层) 2009年建板楼,挂牌324万成交周期2天,南 | 其他,317万,融科香雪兰溪 2室1厅 85.51平米
郑光,39825,2019.03.08,房屋满五年,中楼层(共6层) 2003年建板楼,挂牌599万成交周期239天,南 北 | 精装,564万,新华联锦园 3室2厅 141.62平米
赵伟闪,46583,2019.03.08,近地铁,高楼层(共28层) 2010年建板塔结合,挂牌380万成交周期2天,南 | 其他,368万,新城嘉园 2室1厅 79平米
赵鹏龙,47209,2019.03.08,房屋满五年近地铁,中楼层(共6层) 1986年建板楼,挂牌299万成交周期9天,南 北 | 其他,285万,葛布店南里 2室1厅 60.37平米
王勃,48512,2019.03.08,房屋满两年近地铁,中楼层(共6层) 1985年建板楼,挂牌259万成交周期128天,南 北 | 精装,253万,五所家属院 2室1厅 52.05平米
王双连,54398,2019.03.08,房屋满五年近地铁,中楼层(共6层) 2005年建板楼,挂牌440万成交周期13天,南 北 | 简装,428万,运河明珠 2室1厅 78.68平米
胡继兵,54895,2019.03.08,房屋满五年,中楼层(共5层) 2004年建板楼,挂牌620万成交周期73天,南 北 | 精装,600万,BOBO自由城 2室2厅 109.3平米
杨丽,72383,2019.03.09,房屋满五年,底层(共6层) 2008年建板楼,挂牌349万成交周期211天,东 | 精装,347万,阿尔法社区 2室1厅 47.94平米
安文平,43759,2019.03.09,房屋满五年近地铁,中楼层(共6层) 2002年建板楼,挂牌380万成交周期65天,南 北 | 精装,371万,云景里白瓷砖 2室1厅 84.67平米
,39890,2019.03.09,挂牌290万成交周期77天,高楼层(共6层) 1991年建板楼,,南 北 | 其他,275万,粮所家属楼 3室1厅 68.94平米
姜振余,42325,2019.03.09,房屋满两年近地铁,低楼层(共6层) 1992年建板楼,挂牌240万成交周期178天,南 北 | 简装,228万,运河西大街8号院 2室1厅 53.87平米
杜明,51723,2019.03.09,房屋满五年近地铁,高楼层(共11层) 2006年建板塔结合,挂牌480万成交周期411天,南 北 | 精装,470万,葵花社 2室1厅 90.87平米
郭军,33642,2019.03.07,房屋满两年,中楼层(共6层) 2000年建板楼,挂牌248万成交周期96天,南 北 | 精装,237万,徐辛庄 2室1厅 70.33平米
杨世威,47847,2019.03.07,房屋满五年,低楼层(共21层) 2010年建板楼,挂牌236万成交周期19天,东南 | 简装,266万,玉桥东里 1室1厅 55.49平米
郭军,50647,2019.03.07,房屋满两年,高楼层(共12层) 2004年建板塔结合,挂牌540万成交周期13天,南 北 | 其他,525万,紫荆园 2室1厅 103.66平米
,57398,2019.03.07,挂牌507万成交周期22天,低楼层(共9层) 2012年建板楼,,南 | 精装,502万,K2清水湾 2室1厅 87.46平米
刘洋,48474,2019.03.07,房屋满五年近地铁,中楼层(共7层) 2004年建板楼,挂牌412万成交周期74天,南 北 | 简装,400万,时尚街区西区 2室1厅 82.52平米
叶磊,44420,2019.03.07,房屋满五年近地铁,高楼层(共27层) 2012年建板楼,挂牌428万成交周期142天,南 北 | 精装,414万,方恒东景 3室1厅 93.09平米
岳磊磊,50120,2019.03.07,房屋满五年,中楼层(共12层) 2005年建板塔结合,挂牌620万成交周期45天,南 北 | 精装,609万,靓景明居 3室1厅 121.51平米
郑莉萍,39992,2019.03.07,房屋满五年近地铁,中楼层(共29层) 2004年建塔楼,挂牌388万成交周期89天,东南 | 简装,385万,京贸国际公寓 2室1厅 96.27平米
高远,33606,2019.03.07,房屋满五年,顶层(共6层) 1988年建板楼,挂牌280万成交周期179天,南 北 | 简装,272万,永顺南街232号院 3室1厅 80.94平米
史志鑫,45706,2019.03.07,房屋满五年,中楼层(共5层) 1980年建板楼,挂牌265万成交周期242天,南 北 | 精装,257万,探矿家属院 3室1厅 56.23平米
,53594,2019.03.07,挂牌260万成交周期8天,中楼层(共6层) 2008年建板楼,,东 北 | 精装,258万,阿尔法社区 1室1厅 48.14平米
,40929,2019.03.07,挂牌275万成交周期6天,低楼层(共27层) 2016年建板塔结合,,南 北 | 简装,268万,中国铁建通瑞嘉苑 1室1厅 65.48平米
闫建全,36177,2019.03.07,房屋满五年,中楼层(共22层) 2012年建板塔结合,挂牌240万成交周期81天,西 | 简装,235万,中建雅颂居 1室1厅 64.96平米
徐伟,36072,2019.03.07,房屋满五年,低楼层(共6层) 2001年建板楼,挂牌330万成交周期36天,南 北 | 简装,325万,西马庄园 2室1厅 90.1平米
郭军,44666,2019.03.07,房屋满两年,中楼层(共18层) 2013年建板楼,挂牌255万成交周期20天,南 北 | 精装,245万,金地格林格林 2室1厅 54.74平米
王思琪,40005,2019.03.07,房屋满五年近地铁,顶层(共6层) 2005年建板楼,挂牌410万成交周期97天,南 北 | 精装,398万,站前巴黎 2室1厅 99.49平米
夏超,43541,2019.03.06,房屋满两年,中楼层(共7层) 2004年建板楼,挂牌395万成交周期45天,南 北 | 简装,393万,巴克寓所 2室2厅 90.26平米
陈淑敏,54567,2019.03.06,近地铁,高楼层(共14层) 2006年建板楼,挂牌335万成交周期104天,南 | 其他,334万,葵花社 1室1厅 61.21平米
陈小玲,49166,2019.03.06,房屋满五年,低楼层(共6层) 2002年建板楼,挂牌446万成交周期208天,南 北 | 简装,430万,武夷花园牡丹园 2室1厅 87.46平米
彭秀秀,46481,2019.03.06,房屋满五年近地铁,中楼层(共14层) 2010年建板塔结合,挂牌334万成交周期150天,北 | 精装,313万,新通国际花园 1室1厅 67.34平米
魏明,36672,2019.03.06,房屋满两年,底层(共6层) 1991年建板楼,挂牌226万成交周期11天,南 北 | 简装,208万,永顺南街306号 2室1厅 56.72平米
张春盼,40366,2019.03.05,房屋满五年近地铁,低楼层(共18层) 2004年建板塔结合,挂牌400万成交周期141天,东 西 | 精装,375万,逸秀名园 2室1厅 92.9平米
张雪军,55606,2019.03.05,房屋满五年近地铁,中楼层(共24层) 2005年建塔楼,挂牌249万成交周期91天,北 | 精装,245万,通典铭居 1室0厅 44.06平米
黄嵩嵩,45814,2019.03.05,房屋满五年,高楼层(共6层) 2003年建板楼,挂牌423万成交周期168天,南 北 | 简装,404万,紫荆园 2室1厅 88.18平米
黄国伟,35228,2019.03.05,房屋满两年,顶层(共6层) 1996年建板楼,挂牌291万成交周期95天,西北 | 精装,290万,云景西里南区 2室1厅 82.18平米
