agent,avg,date,feature,floor,guapai,info,price,title
宫亮,47620,2019.05.09,房屋满五年近地铁,中楼层(共6层) 2004年建板楼,挂牌457万成交周期6天,南 北 | 简装,453万,翠屏北里东区 2室1厅 95.13平米
张悦悦,53399,2019.05.09,房屋满五年,中楼层(共7层) 2003年建板楼,挂牌485万成交周期74天,南 北 | 简装,473万,紫荆园 2室1厅 88.58平米
王金磊,57097,2019.05.09,房屋满五年,高楼层(共15层) 2007年建板楼,挂牌495万成交周期243天,南 | 简装,488万,瑞都公园世家南区 2室1厅 85.47平米
赵坤,42432,2019.05.08,房屋满五年近地铁,顶层(共6层) 1980年建板楼,挂牌241万成交周期61天,南 北 | 简装,215万,北机家属院 2室1厅 50.67平米
焦春朝,49725,2019.05.08,房屋满两年近地铁,顶层(共13层) 2009年建板塔结合,挂牌465万成交周期214天,东南 | 简装,452万,天时名苑 2室2厅 90.9平米
程大平,47011,2019.05.07,房屋满五年,中楼层(共6层) 2010年建板楼,挂牌435万成交周期211天,南 北 | 简装,424万,阿尔法社区三期 2室1厅 90.19平米
刘晓阳,31465,2019.05.07,房屋满五年,高楼层(共14层) 2009年建板楼,挂牌279万成交周期60天,东南 | 精装,271万,珠江逸景 2室2厅 86.13平米
刘祥臣,44237,2019.05.07,房屋满两年,高楼层(共6层) 1997年建板楼,挂牌370万成交周期49天,南 西 北 | 精装,360万,中仓小区 2室1厅 81.38平米
宋鹏飞,51117,2019.04.30,房屋满五年近地铁,高楼层(共15层) 2010年建板塔结合,挂牌468万成交周期7天,南 北 | 精装,458万,新通国际花园 2室1厅 89.6平米
孙涛涛,38230,2019.04.30,房屋满五年近地铁,顶层(共6层) 1995年建板楼,挂牌349万成交周期59天,南 北 | 精装,323万,复兴北里 2室2厅 84.32平米
李智勇,36716,2019.04.29,房屋满五年,中楼层(共6层) 2001年建板楼,挂牌297万成交周期38天,东 西 | 简装,288万,西马庄园 2室2厅 78.44平米
杨淋贵,45061,2019.04.29,房屋满五年,底层(共6层) 1998年建板楼,挂牌288万成交周期13天,南 北 | 精装,265万,云景西里南区 2室1厅 58.81平米
唐春乐,33561,2019.04.28,房屋满两年,顶层(共21层) 2010年建板楼,挂牌295万成交周期60天,南 | 其他,286万,融科香雪兰溪 2室1厅 85.07平米
张晓娟,41283,2019.04.28,房屋满五年,高楼层(共6层) 1991年建板楼,挂牌288万成交周期10天,南 北 | 精装,282万,中仓小区 2室1厅 68.31平米
张燕红,47573,2019.04.28,房屋满五年近地铁,低楼层(共6层) 1994年建板楼,挂牌280万成交周期25天,东 北 | 简装,266万,葛布店东里 2室1厅 55.81平米
杨春月,41038,2019.04.28,房屋满两年,低楼层(共18层) 2013年建板楼,挂牌317万成交周期20天,南 | 精装,310万,金地格林格林 2室1厅 75.54平米
刘雪妮,37592,2019.04.28,房屋满五年,顶层(共6层) 1998年建板楼,挂牌300万成交周期128天,南 北 | 精装,294万,西马庄园 2室1厅 78.21平米
王刚,50259,2019.04.28,房屋满两年近地铁,高楼层(共18层) 2005年建板塔结合,挂牌450万成交周期31天,南 北 | 精装,438万,苏荷时代 2室1厅 87.15平米
,46688-47631,2019.05,房屋满五年,低楼层(共6层) 2001年建板楼,,南 北 | 精装,416-425万,运河家园 2室2厅 89.06平米
,66228-67566,2019.05,近地铁,中楼层(共10层) 2012年建塔楼,,东 西 | 简装,385-392万,M5朗峰 2室1厅 58平米
,41212-42045,2019.05,房屋满两年,中楼层(共18层) 2013年建板楼,,南 | 简装,312-319万,金地格林格林 2室1厅 75.67平米
,29311-29526,2019.05,房屋满五年,中楼层(共14层) 2009年建板楼,,南 北 | 精装,273-276万,珠江逸景 2室1厅 93.14平米
,35507-39245,2019.05,房屋满五年近地铁,中楼层(共6层) 2002年建板楼,,南 北 | 其他,300-331万,华馨园 2室1厅 84.28平米
,33823-34506,2019.05,房屋满五年,高楼层(共15层) 2008年建板塔结合,,南 北 | 简装,306-312万,大方居 2室1厅 90.3平米
,46654-47597,2019.05,房屋满五年近地铁,高楼层(共17层) 2010年建板塔结合,,南 北 | 精装,491-500万,新通国际花园 2室1厅 105.04平米
,27509-28065,2019.05,房屋满五年,低楼层(共15层) 2010年建塔楼,,东 西北 | 精装,266-271万,珠江逸景 2室1厅 96.45平米
张国涛,33041,2019.04.30,房屋满五年,底层(共22层) 2008年建板塔结合,挂牌295万成交周期9天,东 西 | 其他,286万,大方居 2室1厅 86.56平米
,41367,2019.04.30,挂牌360万成交周期14天,中楼层(共6层) 1995年建板楼,,南 北 | 简装,345万,潞河中学家属院南区 2室1厅 83.4平米
李然,43882,2019.04.30,房屋满五年,中楼层(共6层) 2007年建板楼,挂牌470万成交周期21天,南 北 | 简装,450万,桃花岛 2室2厅 102.55平米
吴晋,35220,2019.04.30,房屋满五年,高楼层(共22层) 2008年建板塔结合,挂牌315万成交周期17天,东南 | 精装,305万,大方居 2室1厅 86.6平米
赵成教,60241,2019.04.30,房屋满两年,低楼层(共35层) 2015年建板楼,挂牌568万成交周期30天,南 | 精装,555万,京贸国际城西区 2室1厅 92.13平米
宋广岽,43825,2019.04.30,房屋满五年,低楼层(共9层) 2008年建板楼,挂牌435万成交周期289天,南 北 | 精装,402万,阿尔法社区 2室1厅 91.73平米
田成业,41575,2019.04.19,房屋满五年,中楼层(共27层) 2010年建板塔结合,挂牌375万成交周期15天,南 | 其他,374万,通景园 2室1厅 89.96平米
刘会峥,51492,2019.04.19,房屋满五年,中楼层(共6层) 2003年建板楼,挂牌520万成交周期26天,南 北 | 其他,485万,西上园一区 2室1厅 94.19平米
徐淑侠,41578,2019.05.05,房屋满两年,高楼层(共18层) 2013年建板楼,挂牌334万成交周期43天,南 | 精装,324万,金地格林格林 2室1厅 77.83平米
刘雪妮,46127,2019.05.05,近地铁,低楼层(共6层) 1996年建板楼,挂牌370万成交周期4天,南 北 | 简装,359万,葛布店东里 2室1厅 77.83平米
李建平,44569,2019.05.05,房屋满五年近地铁,中楼层(共7层) 2002年建板楼,挂牌440万成交周期77天,南 北 | 精装,425万,新华联家园南区 2室2厅 95.27平米
张金璐,54642,2019.05.04,房屋满五年,高楼层(共27层) 2010年建塔楼,挂牌510万成交周期11天,东南 | 简装,498万,海棠湾一期 2室1厅 91.14平米
解清妹,48077,2019.05.04,房屋满五年,低楼层(共6层) 2005年建板楼,挂牌520万成交周期39天,南 北 | 其他,506万,靓景明居 2室1厅 105.25平米
史晶,52757,2019.05.04,房屋满两年近地铁,高楼层(共27层) 2012年建板楼,挂牌495万成交周期27天,南 | 精装,490万,华业东方玫瑰B区 2室1厅 92.88平米
田庆欢,54205,2019.05.04,房屋满两年,顶层(共35层) 2014年建塔楼,挂牌498万成交周期39天,东 | 精装,474万,京贸国际城西区 2室1厅 87.41平米
于朝君,44766,2019.05.03,房屋满五年,中楼层(共6层) 2003年建板楼,挂牌385万成交周期65天,南 北 | 简装,375万,潞潮佳苑 2室1厅 83.77平米
李晓鹏,56098,2019.05.03,房屋满两年近地铁,中楼层(共14层) 2010年建板塔结合,挂牌588万成交周期8天,西南 | 精装,575万,天时名苑 2室2厅 102.5平米
张海芝,30695,2019.05.02,房屋满五年,底层(共22层) 2008年建板塔结合,挂牌279万成交周期143天,东 西 | 毛坯,266万,大方居 2室1厅 86.66平米
张彪,45276,2019.05.02,房屋满两年近地铁,中楼层(共7层) 2004年建板楼,挂牌468万成交周期14天,南 北 | 简装,459万,新华联家园南区 2室2厅 101.27平米
,74250-75750,2019.05,,中楼层(共11层) 板塔结合,,北 | 精装,283-288万,巴克摩界 2室1厅 38平米
,42672-47163,2019.05,,中楼层(共6层) 1995年建板楼,,南 北 | 其他,322-355万,玉桥南里 2室2厅 75.25平米
王震,36471,2019.05.07,房屋满五年近地铁,中楼层(共6层) 2002年建板楼,挂牌330万成交周期57天,南 | 其他,310万,华馨园 2室2厅 85平米
郭军,44850,2019.05.07,房屋满两年,底层(共18层) 2013年建板楼,挂牌349万成交周期259天,南 北 | 精装,337万,金地格林格林 2室1厅 75.14平米
谷训来,42836,2019.05.07,房屋满两年,底层(共6层) 1994年建板楼,挂牌310万成交周期258天,南 北 | 简装,310万,水月院 2室1厅 72.37平米
王刚,41000,2019.04.28,房屋满五年,底层(共6层) 1998年建板楼,挂牌330万成交周期15天,南 北 | 精装,328万,云景西里南区 2室1厅 80平米
刘学,49935,2019.04.28,房屋满五年,中楼层(共15层) 2009年建板楼,挂牌429万成交周期20天,南 北 | 精装,421万,金隅七零九零 2室1厅 84.31平米
高雁,37860,2019.04.28,房屋满两年,底层(共4层) 暂无数据,挂牌320万成交周期213天,南 北 | 简装,317万,京华园 2室1厅 83.73平米
李静,39682,2019.04.28,房屋满两年,中楼层(共11层) 2010年建板塔结合,挂牌390万成交周期141天,东 西 | 其他,384万,珠江拉维小镇 2室2厅 96.77平米
黄灿,43207,2019.04.28,房屋满两年,中楼层(共6层) 2000年建板楼,挂牌300万成交周期28天,南 北 | 毛坯,290万,东营前街 2室1厅 67.12平米
刘凯,57299,2019.04.27,房屋满五年,高楼层(共35层) 2011年建塔楼,挂牌541万成交周期184天,西南 | 精装,535万,京贸国际城西区 2室1厅 93.37平米
刘佳宇,47509,2019.04.27,房屋满五年近地铁,高楼层(共28层) 2010年建板塔结合,挂牌390万成交周期34天,南 | 精装,378万,新城嘉园 2室1厅 79.46平米
秦立武,44882,2019.04.27,房屋满五年,低楼层(共6层) 1995年建板楼,挂牌346万成交周期27天,南 | 简装,338万,潞河中学家属院南区 2室1厅 75.31平米
和学宇,48136,2019.04.26,房屋满五年近地铁,中楼层(共15层) 2005年建板塔结合,挂牌338万成交周期49天,东 | 简装,333万,梨园小镇 2室1厅 69.18平米
王忠娜,39286,2019.04.26,房屋满五年近地铁,中楼层(共6层) 2004年建板楼,挂牌530万成交周期56天,东 南 北 | 精装,515万,天赐良园东三期 2室1厅 131.09平米
龚红美,37893,2019.04.26,房屋满五年,中楼层(共6层) 1995年建板楼,挂牌330万成交周期53天,南 北 | 简装,320万,西马庄园 2室1厅 84.45平米
刘学,39354,2019.04.26,房屋满五年,高楼层(共22层) 2008年建板塔结合,挂牌355万成交周期15天,东 西 | 精装,346万,大方居 2室1厅 87.92平米
于成,22354,2019.04.25,房屋满两年,高楼层(共7层) 2013年建板楼,挂牌125万成交周期37天,西 | 其他,117万,金隅自由筑 3房间2卫 52.34平米
,26646-27185,2019.05,,中楼层(共14层) 2011年建板楼,,西 | 其他,251-256万,合生世界村 2室1厅 94平米
,37443-38199,2019.05,房屋满五年,低楼层(共6层) 1999年建板楼,,东 西 | 精装,268-273万,西马庄园 2室1厅 71.39平米
,39228-40021,2019.05,房屋满五年,顶层(共6层) 1992年建板楼,,南 北 | 简装,251-256万,永顺西里 2室1厅 63.85平米
吴彦芝,36615,2019.04.25,房屋满五年,低楼层(共20层) 2011年建板楼,挂牌288万成交周期445天,西北 | 精装,279万,融科钧廷 2室1厅 76.2平米
杨柳,56044,2019.04.25,房屋满五年,中楼层(共9层) 2006年建板塔结合,挂牌512万成交周期51天,南 | 精装,498万,瑞都公园世家北区 2室1厅 88.86平米
高磊,33940,2019.04.25,房屋满五年近地铁,低楼层(共6层) 1997年建板楼,挂牌305万成交周期54天,东南 | 简装,282万,西果园18号 2室1厅 83.09平米
陈亮亮,55511,2019.04.25,房屋满五年,中楼层(共10层) 2005年建板塔结合,挂牌565万成交周期155天,南 | 简装,550万,BOBO自由城 2室2厅 99.08平米
张秀燕,47000,2019.04.24,房屋满两年,低楼层(共27层) 2012年建板塔结合,挂牌315万成交周期160天,南 | 简装,300万,华业东方玫瑰A区 2室1厅 63.83平米
孟海霄,31794,2019.04.24,房屋满五年,高楼层(共24层) 2005年建塔楼,挂牌350万成交周期359天,东 | 精装,338万,京贸中心 2室1厅 106.31平米
,43840,2019.03.31,挂牌410万成交周期7天,高楼层(共6层) 2000年建板楼,,南 北 | 精装,390万,玉桥东路19号院 2室1厅 88.96平米
李峰,39436,2019.03.31,房屋满五年近地铁,顶层(共6层) 1999年建板楼,挂牌310万成交周期347天,南 北 | 简装,296万,果园235号院 2室1厅 75.06平米
,63783,2019.03.31,挂牌579万成交周期15天,中楼层(共24层) 2015年建板塔结合,,西南 | 精装,575万,富力金禧花园 2室1厅 90.15平米
付强,47459,2019.03.31,房屋满五年近地铁,高楼层(共6层) 1992年建板楼,挂牌309万成交周期15天,南 北 | 精装,295万,梨花园 2室1厅 62.16平米
李洪岩,44181,2019.03.31,房屋满两年,中楼层(共11层) 2010年建板塔结合,挂牌420万成交周期96天,南 北 | 精装,415万,珠江拉维小镇 2室1厅 93.73平米
杨海军,39527,2019.03.31,房屋满五年,中楼层(共25层) 2003年建塔楼,挂牌383万成交周期16天,西南 北 | 精装,361万,东阁雅舍 2室2厅 91.33平米
陈淑敏,52531,2019.03.31,房屋满五年近地铁,高楼层(共12层) 2005年建板塔结合,挂牌510万成交周期23天,南 | 简装,490万,当代名筑 2室1厅 93.28平米
张雅姗,43697,2019.03.31,房屋满五年近地铁,中楼层(共6层) 1983年建板楼,挂牌288万成交周期19天,南 北 | 其他,279万,经纬小区 2室1厅 63.85平米
张雅姗,42463,2019.03.31,房屋满五年近地铁,低楼层(共6层) 1994年建板楼,挂牌308万成交周期63天,南 北 | 简装,278万,杨庄小区 2室1厅 65.47平米
薛彦锋,42329,2019.03.31,房屋满两年,中楼层(共6层) 1997年建板楼,挂牌317万成交周期38天,南 北 | 简装,304万,艺苑西里 2室1厅 71.82平米
任罗旺,41502,2019.03.31,房屋满两年,顶层(共18层) 2013年建板楼,挂牌325万成交周期42天,南 | 精装,314万,金地格林格林 2室1厅 75.54平米
韩刚,44425,2019.03.31,房屋满五年,中楼层(共5层) 2007年建板楼,挂牌475万成交周期207天,南 北 | 简装,455万,桃花岛 2室2厅 102.42平米
,47838,2019.03.31,挂牌309万成交周期126天,顶层(共6层) 2011年建板楼,,南 北 | 精装,282万,阿尔法社区三期 2室1厅 58.95平米
魏康,39012,2019.03.31,房屋满五年,中楼层(共6层) 2001年建板楼,挂牌310万成交周期28天,南 北 | 简装,300万,西马庄园 2室2厅 76.9平米
倪俊,23119,2019.04.08,房屋满两年,中楼层(共7层) 2013年建板楼,挂牌129万成交周期12天,东 | 精装,121万,金隅自由筑 3房间2卫 52.34平米
杨娇,41639,2019.03.31,房屋满五年,顶层(共6层) 1997年建板楼,挂牌316万成交周期95天,南 北 | 精装,308万,玉桥南里 2室1厅 73.97平米
张绪勇,42827,2019.03.31,房屋满两年,低楼层(共10层) 2010年建板塔结合,挂牌410万成交周期34天,南 北 | 精装,400万,珠江拉维小镇 2室1厅 93.4平米
刘蓓,42797,2019.03.30,房屋满五年,低楼层(共18层) 2006年建板塔结合,挂牌430万成交周期17天,东南 | 简装,420万,博客园 2室1厅 98.14平米
高云霞,44621,2019.03.30,房屋满五年,中楼层(共15层) 2007年建板楼,挂牌450万成交周期99天,南 北 | 精装,428万,新城阳光 2室1厅 95.92平米
张雪,42721,2019.03.30,房屋满两年,高楼层(共6层) 1997年建板楼,挂牌330万成交周期94天,南 北 | 简装,316万,玉桥南里 2室1厅 73.97平米
张东亚,40540,2019.03.30,房屋满五年,低楼层(共6层) 1996年建板楼,挂牌360万成交周期44天,南 北 | 简装,358万,枫露花园 2室1厅 88.31平米
,63254,2019.03.30,挂牌560万成交周期45天,顶层(共9层) 2012年建板楼,,南 | 精装,525万,K2清水湾 2室1厅 83平米
王佳琦,42359,2019.03.30,房屋满五年近地铁,低楼层(共6层) 2001年建板楼,挂牌415万成交周期40天,南 北 | 简装,401万,荞馨园 2室1厅 94.55平米
王永刚,47091,2019.03.30,房屋满五年,高楼层(共12层) 2004年建板塔结合,挂牌519万成交周期332天,南 北 | 精装,496万,靓景明居 2室2厅 105.33平米
赵会乐,41555,2019.03.30,房屋满两年,高楼层(共9层) 2014年建板塔结合,挂牌270万成交周期68天,东北 | 精装,262万,融科钧廷 2室1厅 63.05平米
,29750,2019.03.30,挂牌295万成交周期214天,高楼层(共14层) 2011年建板楼,,南 | 精装,290万,合生世界村 2室1厅 97.48平米
韩明亮,48643,2019.03.29,近地铁,中楼层(共5层) 1985年建板楼,挂牌255万成交周期108天,南 北 | 其他,258万,北苑135号院 2室1厅 53.04平米
付鑫,45174,2019.03.29,房屋满五年,低楼层(共6层) 2000年建板楼,挂牌385万成交周期22天,南 北 | 精装,380万,妇幼家属楼 2室1厅 84.12平米
,43382,2019.03.29,挂牌245万成交周期66天,中楼层(共5层) 1980年建板楼,,南 | 其他,233万,探矿家属院 2室1厅 53.71平米
董志明,54227,2019.04.07,房屋满两年,顶层(共35层) 2014年建塔楼,挂牌415万成交周期218天,南 | 其他,408万,京贸国际城西区 2室1厅 75.24平米
陈静,47537,2019.04.07,房屋满五年近地铁,中楼层(共6层) 2004年建板楼,挂牌345万成交周期99天,东 南 | 简装,330万,天赐良园东三期 2室1厅 69.42平米
曹颖嫔,53888,2019.04.07,房屋满两年近地铁,中楼层(共11层) 2005年建板楼,挂牌485万成交周期20天,南 北 | 精装,478万,DBC加州小镇 2室2厅 88.61平米
康莉琼,42778,2019.04.07,房屋满五年近地铁,低楼层(共24层) 2004年建塔楼,挂牌329万成交周期14天,南 | 简装,316万,长桥园公寓 2室1厅 73.87平米
,54082,2019.04.07,挂牌499万成交周期21天,中楼层(共18层) 2014年建板楼,,南 北 | 简装,481万,合生滨江帝景 2室1厅 88.94平米
高鑫,69056,2019.04.07,房屋满两年近地铁,中楼层(共10层) 2012年建塔楼,挂牌420万成交周期1天,东 西 | 精装,395万,M5朗峰 2室2厅 57.2平米
杨合力,51735,2019.04.07,房屋满两年,低楼层(共18层) 2009年建板塔结合,挂牌460万成交周期185天,西南 | 简装,446万,月季园 2室1厅 86.21平米
,46792,2019.04.07,挂牌280万成交周期13天,中楼层(共6层) 1987年建板楼,,南 北 | 其他,264万,西营前街 2室1厅 56.42平米
郭涛,45850,2019.04.06,房屋满两年近地铁,高楼层(共6层) 1993年建板楼,挂牌295万成交周期12天,南 北 | 简装,285万,梨花园 2室1厅 62.16平米
,21208,2019.04.06,挂牌120万成交周期50天,中楼层(共7层) 2013年建板楼,,东 | 其他,111万,金隅自由筑 3房间1卫 52.34平米
裴继宝,41771,2019.04.06,房屋满两年,高楼层(共6层) 1991年建板楼,挂牌275万成交周期28天,南 北 | 简装,268万,中仓小区 2室1厅 64.16平米
张美玲,44734,2019.04.06,房屋满五年,高楼层(共6层) 1993年建板楼,挂牌329万成交周期20天,南 北 | 简装,310万,玉桥南里 2室1厅 69.3平米
侯健,39564,2019.04.06,房屋满两年,中楼层(共26层) 2007年建塔楼,挂牌400万成交周期302天,西北 | 精装,380万,财富东方 2室2厅 95.87平米
孔祥琦,49175,2019.03.28,房屋满五年,中楼层(共14层) 2010年建板楼,挂牌465万成交周期64天,南 | 简装,450万,DBC加州小镇C区 2室1厅 91.51平米
许建平,40754,2019.03.28,房屋满五年,中楼层(共6层) 2001年建板楼,挂牌295万成交周期322天,东 南 西 北 | 简装,290万,上潞园 2室1厅 71.16平米
张艳梅,37987,2019.04.19,房屋满两年,底层(共6层) 2012年建板楼,挂牌348万成交周期59天,南 北 | 其他,332万,翠福园 2室2厅 87.4平米
,32755-36203,2019.04,房屋满五年,高楼层(共18层) 2009年建板塔结合,,南 北 | 精装,268-297万,东亚瑞晶苑 2室1厅 81.79平米
,38000-42000,2019.04,房屋满两年近地铁,中楼层(共28层) 2002年建塔楼,,西南 | 简装,427-472万,怡佳家园 2室1厅 112.25平米
王晓坡,48666,2019.04.05,房屋满五年近地铁,中楼层(共6层) 1987年建板楼,挂牌305万成交周期29天,南 北 | 简装,290万,葛布店南里 2室1厅 59.59平米
王香敏,42210,2019.04.05,房屋满五年近地铁,中楼层(共6层) 2000年建板楼,挂牌415万成交周期172天,南 北 | 精装,395万,华兴园 2室2厅 93.58平米
徐振昆,45449,2019.04.05,房屋满五年,顶层(共6层) 2003年建板楼,挂牌350万成交周期49天,南 北 | 简装,348万,旗舰凯旋一期 2室1厅 76.57平米
苑祥雨,36160,2019.04.04,房屋满五年,中楼层(共15层) 2008年建板塔结合,挂牌339万成交周期20天,南 | 精装,328万,大方居 2室1厅 90.71平米
郭海军,43075,2019.04.03,房屋满五年近地铁,中楼层(共6层) 2000年建板楼,挂牌460万成交周期32天,南 北 | 简装,436万,景欣园 2室2厅 101.22平米
郑光,40048,2019.04.03,房屋满五年近地铁,高楼层(共6层) 2002年建板楼,挂牌430万成交周期150天,南 北 | 简装,406万,新华联锦园 2室1厅 101.38平米
李琳,41918,2019.04.03,房屋满五年近地铁,中楼层(共6层) 2002年建板楼,挂牌395万成交周期29天,南 北 | 精装,383万,云景里白瓷砖 2室1厅 91.25平米
刘长玉,53782,2019.04.03,房屋满五年,中楼层(共6层) 2004年建板楼,挂牌495万成交周期4天,南 北 | 其他,490万,格兰晴天 2室2厅 91.11平米
王春瑞,55116,2019.04.01,房屋满五年,中楼层(共27层) 2011年建板塔结合,挂牌465万成交周期87天,南 西北 | 精装,452万,海棠湾二期 2室2厅 82.01平米
,33031-36508,2019.04,房屋满两年,顶层(共20层) 2010年建板楼,,南 | 精装,279-308万,融科香雪兰溪 2室2厅 84.27平米
,32255-35650,2019.04,房屋满五年,中楼层(共21层) 2011年建板楼,,南 | 精装,254-281万,东亚瑞晶苑 2室1厅 78.64平米
,49532-50533,2019.04,房屋满五年,中楼层(共12层) 2004年建板楼,,南 北 | 简装,466-475万,加华印象街 2室1厅 93.94平米
,50257-51272,2019.04,房屋满五年近地铁,高楼层(共6层) 1993年建板楼,,南 北 | 简装,326-333万,物资学院家属院 2室1厅 64.81平米
,20226-20635,2019.04,,低楼层(共14层) 2011年建板楼,,南 | 其他,189-192万,合生世界村 2室1厅 93平米
高鸿哲,48704,2019.04.19,房屋满五年,高楼层(共12层) 2005年建板塔结合,挂牌496万成交周期119天,南 北 | 简装,496万,靓景明居 2室2厅 101.84平米
潘鲁政,46354,2019.04.18,房屋满五年,低楼层(共6层) 2000年建板楼,挂牌450万成交周期252天,南 北 | 简装,434万,水仙园 2室1厅 93.52平米
,46889,2019.04.18,挂牌428万成交周期6天,中楼层(共14层) 2010年建板楼,,南 | 其他,422万,DBC加州小镇C区 2室1厅 90平米
孙越,36445,2019.04.18,房屋满五年,高楼层(共6层) 1995年建板楼,挂牌308万成交周期12天,南 北 | 其他,305万,西马庄园 2室1厅 83.69平米
冯海东,54539,2019.04.17,房屋满五年,低楼层(共18层) 2010年建板塔结合,挂牌415万成交周期36天,南 北 | 简装,405万,京贸国际城东区 2室1厅 74.26平米
,39582,2019.04.17,挂牌282万成交周期44天,中楼层(共6层) 1993年建板楼,,南 北 | 简装,276万,民政局家属楼 2室1厅 69.73平米
程艳丽,43550,2019.04.17,房屋满五年,顶层(共6层) 1999年建板楼,挂牌310万成交周期104天,南 北 | 其他,291万,西上园老三区 2室1厅 66.82平米
付强,46142,2019.04.17,房屋满五年近地铁,低楼层(共6层) 1987年建板楼,挂牌290万成交周期22天,南 北 | 其他,278万,杨庄北街4号院 2室1厅 60.25平米
史何宁,31032,2019.04.17,房屋满两年,中楼层(共11层) 2013年建板楼,挂牌325万成交周期96天,南 北 | 精装,315万,合生世界花园 2室1厅 101.51平米
于洋超,46879,2019.04.17,房屋满五年近地铁,低楼层(共28层) 2010年建板塔结合,挂牌380万成交周期31天,东南 | 其他,373万,新城嘉园 2室1厅 79.46平米
董志明,38931,2019.04.17,房屋满五年,高楼层(共22层) 2012年建板塔结合,挂牌350万成交周期21天,南 | 精装,348万,中建雅颂居 2室1厅 89.39平米
杨猛,43432,2019.04.17,房屋满五年近地铁,中楼层(共6层) 1994年建板楼,挂牌302万成交周期24天,南 北 | 简装,285万,杨庄小区 2室1厅 65.62平米
许松杰,42476,2019.04.17,房屋满五年近地铁,高楼层(共18层) 2005年建板楼,挂牌450万成交周期96天,南 北 | 精装,431万,雅丽世居 2室2厅 101.47平米
,43388-44264,2019.04,房屋满五年近地铁,中楼层(共6层) 2000年建板楼,,南 北 | 精装,392-399万,怡乐北街 2室2厅 90.13平米
,56739-62711,2019.04,近地铁,低楼层(共11层) 2013年建板楼,,南 北 | 精装,586-647万,万方家园 2室1厅 103.14平米
,43635-44517,2019.04,房屋满五年近地铁,低楼层(共6层) 1987年建板楼,,南 西 北 | 精装,258-263万,杨庄72号院 2室1厅 58.99平米
,44643-46072,2019.04,,高楼层(共6层) 1988年建板楼,,东 南 | 其他,251-258万,玉桥北里 2室1厅 56平米
,35146-38846,2019.04,房屋满两年,低楼层(共15层) 2008年建板塔结合,,南 北 | 简装,314-347万,大方居 2室1厅 89.2平米
,46224-51089,2019.04,房屋满五年近地铁,中楼层(共14层) 2010年建板塔结合,,南 北 | 精装,417-460万,新通国际花园 2室1厅 90.02平米
,35257-38968,2019.04,,中楼层(共6层) 1989年建板楼,,南 北 | 简装,262-289万,电信局宿舍楼 2室1厅 74.1平米
,43796-48406,2019.04,房屋满五年近地铁,中楼层(共5层) 2004年建板楼,,南 北 | 简装,444-491万,天赐良园东三期 2室1厅 101.3平米
,53598-59240,2019.04,房屋满五年近地铁,中楼层(共7层) 2004年建板楼,,南 北 | 精装,518-573万,香林郡 2室2厅 96.6平米
,39296-43433,2019.04,房屋满五年近地铁,底层(共6层) 1995年建板楼,,南 北 | 精装,287-318万,复兴北里 2室1厅 73.01平米
,39505-43664,2019.04,房屋满两年,低楼层(共6层) 2004年建板楼,,南 北 | 其他,399-441万,运乔嘉园 2室1厅 101平米
,57993-64097,2019.04,房屋满两年,中楼层(共24层) 2013年建板塔结合,,西南 | 其他,526-581万,富力金禧花园 2室1厅 90.59平米
,42629-47116,2019.04,近地铁,中楼层(共12层) 2010年建板塔结合,,南 北 | 精装,416-460万,花涧溪 2室2厅 97.5平米
,40163-44391,2019.04,房屋满五年,高楼层(共6层) 1999年建板楼,,东 西 | 简装,371-410万,新华小区 2室2厅 92.25平米
,32245-35639,2019.04,房屋满五年,高楼层(共6层) 2003年建板楼,,南 北 | 精装,319-352万,翠福园 2室1厅 98.7平米
,32199-35588,2019.04,房屋满五年,低楼层(共22层) 2008年建板塔结合,,东 | 精装,290-321万,大方居 2室1厅 89.99平米
,29041-32098,2019.04,房屋满五年,顶层(共22层) 2008年建板塔结合,,西 | 简装,262-289万,大方居 2室1厅 89.96平米
,36970-40861,2019.04,,中楼层(共22层) 2008年建板塔结合,,南 | 精装,323-357万,大方居 2室1厅 87.37平米
,47004-51951,2019.04,房屋满两年近地铁,中楼层(共27层) 2012年建板楼,,南 北 | 精装,418-462万,华业东方玫瑰D区 2室1厅 88.93平米
,43339-47900,2019.04,近地铁,低楼层(共17层) 2010年建板塔结合,,南 北 | 其他,456-503万,新通国际花园 2室2厅 105平米
,42563-47043,2019.04,房屋满五年近地铁,高楼层(共6层) 1995年建板楼,,东 北 | 简装,265-292万,葛布店东里 2室1厅 62.05平米
,33447-36968,2019.04,房屋满五年,高楼层(共19层) 2009年建板塔结合,,南 北 | 精装,271-300万,东亚瑞晶苑 2室1厅 80.95平米
,41247-45589,2019.04,,中楼层(共6层) 2000年建板楼,,南 北 | 简装,295-326万,源泉苑 2室1厅 71.4平米
,36441-40277,2019.04,,高楼层(共22层) 2008年建板塔结合,,南 | 精装,326-361万,大方居 2室1厅 89.42平米
,35401-39127,2019.04,房屋满五年,中楼层(共21层) 2010年建板楼,,南 | 精装,302-333万,融科香雪兰溪 2室1厅 85.07平米
,31875-35231,2019.04,房屋满五年,中楼层(共19层) 2009年建板塔结合,,南 | 其他,243-268万,东亚瑞晶苑 2室1厅 76平米
,42293-46745,2019.04,房屋满五年,中楼层(共6层) 1996年建板楼,,南 北 | 简装,319-352万,乔庄北街279号院 2室1厅 75.25平米
